,Location,Date,Value
344,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-01,2507.0
345,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-01,1093.0
346,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-01,1217.0
347,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-01,2367.0
348,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-01,2223.0
349,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-01,1282.0
350,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-01,1248.0
351,Jerry Cline Park Cyclists IN West,2018-01,1166.0
352,Paseo del Bosque & Montano Rd Cyclists North,2018-01,3946.0
353,Paseo del Bosque & Montano Rd Cyclists South,2018-01,4058.0
354,Paseo del Bosque & Montano Rd Pedestrians North,2018-01,1579.0
355,Paseo del Bosque & Montano Rd Pedestrians South,2018-01,1727.0
356,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-01,3726.0
357,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-01,3826.0
358,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-01,2230.0
359,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-01,2412.0
360,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-01,1071.0
361,Paseo del Norte & Rail Runner Bicycle Westbound,2018-01,1155.0
362,Paseo del Norte & Rail Runner PED Eastbound,2018-01,291.0
363,Paseo del Norte & Rail Runer PED Westbound,2018-01,297.0
364,Jerry Cline Park Pedestrians IN West,2018-02,1924.0
365,Jerry Cline Park Pedestrians OUT East,2018-02,1906.0
366,Jerry Cline Park Bicyclists OUT East,2018-02,1004.0
367,Erna Fergusson Library Bicycle Eastbound,2018-02,863.0
368,Erna Fergusson Library Bicycle Westbound,2018-02,925.0
369,Erna Fergusson Library PED Eastbound,2018-02,2382.0
370,Erna Fergusson Library PED Westbound,2018-02,1702.0
371,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-02,2653.0
372,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-02,2416.0
373,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-02,1264.0
374,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-02,1335.0
375,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-02,2177.0
376,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-02,2145.0
377,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-02,1197.0
378,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-02,1207.0
379,Jerry Cline Park Cyclists IN West,2018-02,1251.0
380,Paseo del Bosque & Montano Rd Cyclists North,2018-02,3913.0
381,Paseo del Bosque & Montano Rd Cyclists South,2018-02,3822.0
382,Paseo del Bosque & Montano Rd Pedestrians North,2018-02,1650.0
383,Paseo del Bosque & Montano Rd Pedestrians South,2018-02,1748.0
384,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-02,3837.0
385,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-02,3608.0
386,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-02,2027.0
387,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-02,2151.0
388,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-02,1341.0
389,Paseo del Norte & Rail Runner Bicycle Westbound,2018-02,1405.0
390,Paseo del Norte & Rail Runner PED Eastbound,2018-02,305.0
391,Paseo del Norte & Rail Runer PED Westbound,2018-02,312.0
392,Jerry Cline Park Pedestrians IN West,2018-03,2709.0
393,Jerry Cline Park Pedestrians OUT East,2018-03,2606.0
394,Jerry Cline Park Bicyclists OUT East,2018-03,1335.0
395,Erna Fergusson Library Bicycle Eastbound,2018-03,1277.0
396,Erna Fergusson Library Bicycle Westbound,2018-03,1174.0
397,Erna Fergusson Library PED Eastbound,2018-03,3297.0
398,Erna Fergusson Library PED Westbound,2018-03,2189.0
399,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-03,3513.0
400,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-03,3203.0
401,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-03,1326.0
402,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-03,1376.0
403,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-03,3248.0
404,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-03,3025.0
405,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-03,1932.0
406,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-03,1562.0
407,Jerry Cline Park Cyclists IN West,2018-03,1591.0
408,Paseo del Bosque & Montano Rd Cyclists North,2018-03,6220.0
409,Paseo del Bosque & Montano Rd Cyclists South,2018-03,6249.0
410,Paseo del Bosque & Montano Rd Pedestrians North,2018-03,2009.0
411,Paseo del Bosque & Montano Rd Pedestrians South,2018-03,2318.0
412,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-03,6070.0
413,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-03,6022.0
414,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-03,3165.0
415,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-03,3280.0
416,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-03,2055.0
417,Paseo del Norte & Rail Runner Bicycle Westbound,2018-03,2196.0
418,Paseo del Norte & Rail Runner PED Eastbound,2018-03,375.0
419,Paseo del Norte & Rail Runer PED Westbound,2018-03,385.0
420,Jerry Cline Park Pedestrians IN West,2018-04,2884.0
421,Jerry Cline Park Pedestrians OUT East,2018-04,2741.0
422,Jerry Cline Park Bicyclists OUT East,2018-04,1671.0
423,Erna Fergusson Library Bicycle Eastbound,2018-04,1556.0
424,Erna Fergusson Library Bicycle Westbound,2018-04,1450.0
425,Erna Fergusson Library PED Eastbound,2018-04,2709.0
426,Erna Fergusson Library PED Westbound,2018-04,2189.0
427,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-04,3675.0
428,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-04,3930.0
429,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-04,1479.0
430,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-04,1614.0
431,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-04,3510.0
432,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-04,3389.0
433,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-04,2607.0
434,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-04,1659.0
435,Jerry Cline Park Cyclists IN West,2018-04,1933.0
436,Paseo del Bosque & Montano Rd Cyclists North,2018-04,7280.0
437,Paseo del Bosque & Montano Rd Cyclists South,2018-04,7325.0
438,Paseo del Bosque & Montano Rd Pedestrians North,2018-04,2099.0
439,Paseo del Bosque & Montano Rd Pedestrians South,2018-04,2708.0
440,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-04,7437.0
441,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-04,7234.0
442,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-04,3324.0
443,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-04,3188.0
444,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-04,2285.0
445,Paseo del Norte & Rail Runner Bicycle Westbound,2018-04,2370.0
446,Paseo del Norte & Rail Runner PED Eastbound,2018-04,433.0
447,Paseo del Norte & Rail Runer PED Westbound,2018-04,438.0
448,Jerry Cline Park Pedestrians IN West,2018-05,2829.0
449,Jerry Cline Park Pedestrians OUT East,2018-05,2693.0
450,Jerry Cline Park Bicyclists OUT East,2018-05,2067.0
451,Erna Fergusson Library Bicycle Eastbound,2018-05,1973.0
452,Erna Fergusson Library Bicycle Westbound,2018-05,1851.0
453,Erna Fergusson Library PED Eastbound,2018-05,2916.0
454,Erna Fergusson Library PED Westbound,2018-05,2460.0
455,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-05,3580.0
456,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-05,4938.0
457,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-05,966.0
458,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-05,1326.0
459,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-05,4387.0
460,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-05,4132.0
461,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-05,4209.0
462,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-05,1987.0
463,Jerry Cline Park Cyclists IN West,2018-05,2389.0
464,Paseo del Bosque & Montano Rd Cyclists North,2018-05,9019.0
465,Paseo del Bosque & Montano Rd Cyclists South,2018-05,9191.0
466,Paseo del Bosque & Montano Rd Pedestrians North,2018-05,2052.0
467,Paseo del Bosque & Montano Rd Pedestrians South,2018-05,2880.0
468,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-05,9080.0
469,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-05,8678.0
470,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-05,3959.0
471,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-05,3273.0
472,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-05,2845.0
473,Paseo del Norte & Rail Runner Bicycle Westbound,2018-05,2922.0
474,Paseo del Norte & Rail Runner PED Eastbound,2018-05,498.0
475,Paseo del Norte & Rail Runer PED Westbound,2018-05,532.0
476,Jerry Cline Park Pedestrians IN West,2018-06,2608.0
477,Jerry Cline Park Pedestrians OUT East,2018-06,2427.0
478,Jerry Cline Park Bicyclists OUT East,2018-06,1985.0
479,Erna Fergusson Library Bicycle Eastbound,2018-06,1920.0
480,Erna Fergusson Library Bicycle Westbound,2018-06,1797.0
481,Erna Fergusson Library PED Eastbound,2018-06,2942.0
482,Erna Fergusson Library PED Westbound,2018-06,2341.0
483,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-06,3230.0
484,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-06,4718.0
485,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-06,804.0
486,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-06,1200.0
487,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-06,4109.0
488,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-06,4142.0
489,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-06,7477.0
490,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-06,2114.0
491,Jerry Cline Park Cyclists IN West,2018-06,2294.0
492,Paseo del Bosque & Montano Rd Cyclists North,2018-06,6843.0
493,Paseo del Bosque & Montano Rd Cyclists South,2018-06,7212.0
494,Paseo del Bosque & Montano Rd Pedestrians North,2018-06,1729.0
495,Paseo del Bosque & Montano Rd Pedestrians South,2018-06,3593.0
496,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-06,9905.0
497,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-06,8726.0
498,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-06,3453.0
499,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-06,2937.0
500,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-06,2796.0
501,Paseo del Norte & Rail Runner Bicycle Westbound,2018-06,2792.0
502,Paseo del Norte & Rail Runner PED Eastbound,2018-06,410.0
503,Paseo del Norte & Rail Runer PED Westbound,2018-06,441.0
504,Jerry Cline Park Pedestrians IN West,2018-07,2815.0
505,Jerry Cline Park Pedestrians OUT East,2018-07,2359.0
506,Jerry Cline Park Bicyclists OUT East,2018-07,1709.0
507,Erna Fergusson Library Bicycle Eastbound,2018-07,2006.0
508,Erna Fergusson Library Bicycle Westbound,2018-07,1722.0
509,Erna Fergusson Library PED Eastbound,2018-07,2468.0
510,Erna Fergusson Library PED Westbound,2018-07,1879.0
511,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-07,3404.0
512,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-07,4907.0
513,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-07,2566.0
514,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-07,5334.0
515,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-07,4580.0
516,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-07,4344.0
517,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-07,5007.0
518,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-07,1531.0
519,Jerry Cline Park Cyclists IN West,2018-07,1891.0
520,Paseo del Bosque & Montano Rd Cyclists North,2018-07,0.0
521,Paseo del Bosque & Montano Rd Cyclists South,2018-07,0.0
522,Paseo del Bosque & Montano Rd Pedestrians North,2018-07,0.0
523,Paseo del Bosque & Montano Rd Pedestrians South,2018-07,0.0
524,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-07,10339.0
525,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-07,9980.0
526,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-07,3295.0
527,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-07,3043.0
528,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-07,2914.0
529,Paseo del Norte & Rail Runner Bicycle Westbound,2018-07,2844.0
530,Paseo del Norte & Rail Runner PED Eastbound,2018-07,396.0
531,Paseo del Norte & Rail Runer PED Westbound,2018-07,540.0
532,Jerry Cline Park Pedestrians IN West,2018-08,1667.0
533,Jerry Cline Park Pedestrians OUT East,2018-08,1210.0
534,Jerry Cline Park Bicyclists OUT East,2018-08,1090.0
535,Erna Fergusson Library Bicycle Eastbound,2018-08,1886.0
536,Erna Fergusson Library Bicycle Westbound,2018-08,1630.0
537,Erna Fergusson Library PED Eastbound,2018-08,2625.0
538,Erna Fergusson Library PED Westbound,2018-08,1898.0
539,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-08,3502.0
540,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-08,5419.0
541,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-08,1053.0
542,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-08,1802.0
543,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-08,4631.0
544,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-08,4529.0
545,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-08,7056.0
546,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-08,1866.0
547,Jerry Cline Park Cyclists IN West,2018-08,800.0
548,Paseo del Bosque & Montano Rd Cyclists North,2018-08,4951.0
549,Paseo del Bosque & Montano Rd Cyclists South,2018-08,4908.0
550,Paseo del Bosque & Montano Rd Pedestrians North,2018-08,1254.0
551,Paseo del Bosque & Montano Rd Pedestrians South,2018-08,1577.0
552,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-08,9429.0
553,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-08,9370.0
554,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-08,3421.0
555,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-08,2908.0
556,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-08,3006.0
557,Paseo del Norte & Rail Runner Bicycle Westbound,2018-08,3123.0
558,Paseo del Norte & Rail Runner PED Eastbound,2018-08,487.0
559,Paseo del Norte & Rail Runer PED Westbound,2018-08,495.0
560,Jerry Cline Park Pedestrians IN West,2018-09,2949.0
561,Jerry Cline Park Pedestrians OUT East,2018-09,2198.0
562,Jerry Cline Park Bicyclists OUT East,2018-09,1853.0
563,Erna Fergusson Library Bicycle Eastbound,2018-09,1762.0
564,Erna Fergusson Library Bicycle Westbound,2018-09,1612.0
565,Erna Fergusson Library PED Eastbound,2018-09,3044.0
566,Erna Fergusson Library PED Westbound,2018-09,2080.0
567,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-09,3837.0
568,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-09,4994.0
569,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-09,1432.0
570,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-09,1860.0
571,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-09,4264.0
572,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-09,4229.0
573,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-09,1804.0
574,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-09,1465.0
575,Jerry Cline Park Cyclists IN West,2018-09,1438.0
576,Paseo del Bosque & Montano Rd Cyclists North,2018-09,9168.0
577,Paseo del Bosque & Montano Rd Cyclists South,2018-09,9334.0
578,Paseo del Bosque & Montano Rd Pedestrians North,2018-09,2532.0
579,Paseo del Bosque & Montano Rd Pedestrians South,2018-09,2989.0
580,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-09,9203.0
581,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-09,9024.0
582,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-09,3292.0
583,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-09,3153.0
584,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-09,2967.0
585,Paseo del Norte & Rail Runner Bicycle Westbound,2018-09,3025.0
586,Paseo del Norte & Rail Runner PED Eastbound,2018-09,471.0
587,Paseo del Norte & Rail Runer PED Westbound,2018-09,472.0
588,Jerry Cline Park Pedestrians IN West,2018-10,2817.0
589,Jerry Cline Park Pedestrians OUT East,2018-10,1882.0
590,Jerry Cline Park Bicyclists OUT East,2018-10,1263.0
591,Erna Fergusson Library Bicycle Eastbound,2018-10,1354.0
592,Erna Fergusson Library Bicycle Westbound,2018-10,1320.0
593,Erna Fergusson Library PED Eastbound,2018-10,2580.0
594,Erna Fergusson Library PED Westbound,2018-10,1926.0
595,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-10,4002.0
596,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-10,3795.0
597,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-10,1535.0
598,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-10,1611.0
599,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-10,6424.0
600,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-10,6069.0
601,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-10,2177.0
602,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-10,2137.0
603,Jerry Cline Park Cyclists IN West,2018-10,639.0
604,Paseo del Bosque & Montano Rd Cyclists North,2018-10,7577.0
605,Paseo del Bosque & Montano Rd Cyclists South,2018-10,7475.0
606,Paseo del Bosque & Montano Rd Pedestrians North,2018-10,2611.0
607,Paseo del Bosque & Montano Rd Pedestrians South,2018-10,3096.0
608,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-10,6234.0
609,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-10,6244.0
610,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-10,4199.0
611,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-10,4355.0
612,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-10,2742.0
613,Paseo del Norte & Rail Runner Bicycle Westbound,2018-10,2835.0
614,Paseo del Norte & Rail Runner PED Eastbound,2018-10,1431.0
615,Paseo del Norte & Rail Runer PED Westbound,2018-10,1778.0
616,Jerry Cline Park Pedestrians IN West,2018-11,2530.0
617,Jerry Cline Park Pedestrians OUT East,2018-11,1689.0
618,Jerry Cline Park Bicyclists OUT East,2018-11,1130.0
619,Erna Fergusson Library Bicycle Eastbound,2018-11,876.0
620,Erna Fergusson Library Bicycle Westbound,2018-11,895.0
621,Erna Fergusson Library PED Eastbound,2018-11,3595.0
622,Erna Fergusson Library PED Westbound,2018-11,1840.0
623,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-11,2777.0
624,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-11,2655.0
625,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-11,1086.0
626,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-11,1190.0
627,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-11,2568.0
628,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-11,2538.0
629,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-11,1116.0
630,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-11,1145.0
631,Jerry Cline Park Cyclists IN West,2018-11,427.0
632,Paseo del Bosque & Montano Rd Cyclists North,2018-11,4577.0
633,Paseo del Bosque & Montano Rd Cyclists South,2018-11,4573.0
634,Paseo del Bosque & Montano Rd Pedestrians North,2018-11,1624.0
635,Paseo del Bosque & Montano Rd Pedestrians South,2018-11,1837.0
636,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-11,4341.0
637,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-11,4338.0
638,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-11,2238.0
639,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-11,2937.0
640,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-11,1703.0
641,Paseo del Norte & Rail Runner Bicycle Westbound,2018-11,1813.0
642,Paseo del Norte & Rail Runner PED Eastbound,2018-11,382.0
643,Paseo del Norte & Rail Runer PED Westbound,2018-11,975.0
644,Jerry Cline Park Pedestrians IN West,2018-12,1888.0
645,Jerry Cline Park Pedestrians OUT East,2018-12,1405.0
646,Jerry Cline Park Bicyclists OUT East,2018-12,745.0
647,Erna Fergusson Library Bicycle Eastbound,2018-12,622.0
648,Erna Fergusson Library Bicycle Westbound,2018-12,570.0
649,Erna Fergusson Library PED Eastbound,2018-12,2315.0
650,Erna Fergusson Library PED Westbound,2018-12,1343.0
651,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2018-12,1782.0
652,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2018-12,1700.0
653,North Diversion Channel Trail & Indian School Pedestrians NORTH,2018-12,785.0
654,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2018-12,906.0
655,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2018-12,1645.0
656,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2018-12,1661.0
657,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2018-12,902.0
658,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2018-12,874.0
659,Jerry Cline Park Cyclists IN West,2018-12,366.0
660,Paseo del Bosque & Montano Rd Cyclists North,2018-12,2524.0
661,Paseo del Bosque & Montano Rd Cyclists South,2018-12,2649.0
662,Paseo del Bosque & Montano Rd Pedestrians North,2018-12,1512.0
663,Paseo del Bosque & Montano Rd Pedestrians South,2018-12,1556.0
664,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2018-12,2502.0
665,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2018-12,2562.0
666,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2018-12,1579.0
667,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2018-12,1741.0
668,Paseo del Norte & Rail Runner Bicycle Eastbound,2018-12,1046.0
669,Paseo del Norte & Rail Runner Bicycle Westbound,2018-12,1103.0
670,Paseo del Norte & Rail Runner PED Eastbound,2018-12,329.0
671,Paseo del Norte & Rail Runer PED Westbound,2018-12,444.0
672,Jerry Cline Park Pedestrians IN West,2019-01,2003.0
673,Jerry Cline Park Pedestrians OUT East,2019-01,1575.0
674,Jerry Cline Park Bicyclists OUT East,2019-01,681.0
675,Erna Fergusson Library Bicycle Eastbound,2019-01,694.0
676,Erna Fergusson Library Bicycle Westbound,2019-01,626.0
677,Erna Fergusson Library PED Eastbound,2019-01,2790.0
