,Location,Date,Value
1014,Erna Fergusson Library PED Westbound,2020-01,1358.0
1015,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-01,1791.0
1016,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-01,1825.0
1017,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-01,1038.0
1018,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-01,1193.0
1019,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-01,1832.0
1020,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-01,1859.0
1021,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-01,1166.0
1022,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-01,1143.0
1023,Jerry Cline Park Cyclists IN West,2020-01,358.0
1024,Paseo del Bosque & Montano Rd Cyclists North,2020-01,3157.0
1025,Paseo del Bosque & Montano Rd Cyclists South,2020-01,3102.0
1026,Paseo del Bosque & Montano Rd Pedestrians North,2020-01,1446.0
1027,Paseo del Bosque & Montano Rd Pedestrians South,2020-01,1536.0
1028,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-01,2409.0
1029,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-01,1903.0
1030,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-01,
1031,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-01,1406.0
1032,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-01,1075.0
1033,Paseo del Norte & Rail Runner Bicycle Westbound,2020-01,1082.0
1034,Paseo del Norte & Rail Runner PED Eastbound,2020-01,269.0
1035,Paseo del Norte & Rail Runer PED Westbound,2020-01,703.0
1036,Jerry Cline Park Pedestrians IN West,2020-02,823.0
1037,Jerry Cline Park Pedestrians OUT East,2020-02,618.0
1038,Jerry Cline Park Bicyclists OUT East,2020-02,267.0
1039,Erna Fergusson Library Bicycle Eastbound,2020-02,867.0
1040,Erna Fergusson Library Bicycle Westbound,2020-02,806.0
1041,Erna Fergusson Library PED Eastbound,2020-02,1910.0
1042,Erna Fergusson Library PED Westbound,2020-02,1394.0
1043,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-02,2019.0
1044,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-02,1986.0
1045,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-02,1081.0
1046,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-02,1191.0
1047,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-02,2025.0
1048,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-02,2067.0
1049,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-02,1061.0
1050,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-02,1099.0
1051,Jerry Cline Park Cyclists IN West,2020-02,127.0
1052,Paseo del Bosque & Montano Rd Cyclists North,2020-02,4038.0
1053,Paseo del Bosque & Montano Rd Cyclists South,2020-02,4050.0
1054,Paseo del Bosque & Montano Rd Pedestrians North,2020-02,1686.0
1055,Paseo del Bosque & Montano Rd Pedestrians South,2020-02,1813.0
1056,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-02,3908.0
1057,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-02,3945.0
1058,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-02,
1059,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-02,2514.0
1060,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-02,1309.0
1061,Paseo del Norte & Rail Runner Bicycle Westbound,2020-02,1285.0
1062,Paseo del Norte & Rail Runner PED Eastbound,2020-02,343.0
1063,Paseo del Norte & Rail Runer PED Westbound,2020-02,474.0
1064,Jerry Cline Park Pedestrians IN West,2020-03,3180.0
1065,Jerry Cline Park Pedestrians OUT East,2020-03,2148.0
1066,Jerry Cline Park Bicyclists OUT East,2020-03,1142.0
1067,Erna Fergusson Library Bicycle Eastbound,2020-03,1494.0
1068,Erna Fergusson Library Bicycle Westbound,2020-03,1462.0
1069,Erna Fergusson Library PED Eastbound,2020-03,2635.0
1070,Erna Fergusson Library PED Westbound,2020-03,2350.0
1071,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-03,2941.0
1072,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-03,2830.0
1073,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-03,1435.0
1074,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-03,1644.0
1075,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-03,3590.0
1076,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-03,3417.0
1077,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-03,1868.0
1078,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-03,1513.0
1079,Jerry Cline Park Cyclists IN West,2020-03,472.0
1080,Paseo del Bosque & Montano Rd Cyclists North,2020-03,8149.0
1081,Paseo del Bosque & Montano Rd Cyclists South,2020-03,8112.0
1082,Paseo del Bosque & Montano Rd Pedestrians North,2020-03,2630.0
1083,Paseo del Bosque & Montano Rd Pedestrians South,2020-03,3032.0
1084,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-03,7919.0
1085,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-03,7791.0
1086,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-03,
1087,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-03,3615.0
1088,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-03,2132.0
1089,Paseo del Norte & Rail Runner Bicycle Westbound,2020-03,2347.0
1090,Paseo del Norte & Rail Runner PED Eastbound,2020-03,545.0
1091,Paseo del Norte & Rail Runer PED Westbound,2020-03,641.0
1092,Jerry Cline Park Pedestrians IN West,2020-04,6038.0
1093,Jerry Cline Park Pedestrians OUT East,2020-04,4162.0
1094,Jerry Cline Park Bicyclists OUT East,2020-04,2350.0
1095,Erna Fergusson Library Bicycle Eastbound,2020-04,2312.0
1096,Erna Fergusson Library Bicycle Westbound,2020-04,2188.0
1097,Erna Fergusson Library PED Eastbound,2020-04,3588.0
1098,Erna Fergusson Library PED Westbound,2020-04,3379.0
1099,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-04,3921.0
1100,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-04,3926.0
1101,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-04,1739.0
1102,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-04,2166.0
1103,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-04,5119.0
1104,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-04,4987.0
1105,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-04,4280.0
1106,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-04,2125.0
1107,Jerry Cline Park Cyclists IN West,2020-04,889.0
1108,Paseo del Bosque & Montano Rd Cyclists North,2020-04,12646.0
1109,Paseo del Bosque & Montano Rd Cyclists South,2020-04,12641.0
1110,Paseo del Bosque & Montano Rd Pedestrians North,2020-04,3084.0
1111,Paseo del Bosque & Montano Rd Pedestrians South,2020-04,3688.0
1112,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-04,7486.0
1113,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-04,7257.0
1114,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-04,
1115,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-04,2851.0
1116,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-04,3391.0
1117,Paseo del Norte & Rail Runner Bicycle Westbound,2020-04,3462.0
1118,Paseo del Norte & Rail Runner PED Eastbound,2020-04,659.0
1119,Paseo del Norte & Rail Runer PED Westbound,2020-04,875.0
1120,Jerry Cline Park Pedestrians IN West,2020-05,6837.0
1121,Jerry Cline Park Pedestrians OUT East,2020-05,4676.0
1122,Jerry Cline Park Bicyclists OUT East,2020-05,2817.0
1123,Erna Fergusson Library Bicycle Eastbound,2020-05,2759.0
1124,Erna Fergusson Library Bicycle Westbound,2020-05,2500.0
1125,Erna Fergusson Library PED Eastbound,2020-05,4230.0
1126,Erna Fergusson Library PED Westbound,2020-05,3895.0
1127,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-05,3960.0
1128,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-05,4892.0
1129,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-05,1474.0
1130,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-05,1912.0
1131,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-05,6104.0
1132,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-05,5940.0
1133,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-05,4591.0
1134,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-05,2136.0
1135,Jerry Cline Park Cyclists IN West,2020-05,1364.0
1136,Paseo del Bosque & Montano Rd Cyclists North,2020-05,16848.0
1137,Paseo del Bosque & Montano Rd Cyclists South,2020-05,17145.0
1138,Paseo del Bosque & Montano Rd Pedestrians North,2020-05,3493.0
1139,Paseo del Bosque & Montano Rd Pedestrians South,2020-05,4214.0
1140,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-05,15039.0
1141,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-05,14377.0
1142,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-05,
1143,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-05,3942.0
1144,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-05,4156.0
1145,Paseo del Norte & Rail Runner Bicycle Westbound,2020-05,4309.0
1146,Paseo del Norte & Rail Runner PED Eastbound,2020-05,760.0
1147,Paseo del Norte & Rail Runer PED Westbound,2020-05,870.0
1148,Jerry Cline Park Pedestrians IN West,2020-06,4549.0
1149,Jerry Cline Park Pedestrians OUT East,2020-06,3364.0
1150,Jerry Cline Park Bicyclists OUT East,2020-06,2468.0
1151,Erna Fergusson Library Bicycle Eastbound,2020-06,2096.0
1152,Erna Fergusson Library Bicycle Westbound,2020-06,1676.0
1153,Erna Fergusson Library PED Eastbound,2020-06,2881.0
1154,Erna Fergusson Library PED Westbound,2020-06,2463.0
1155,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-06,3542.0
1156,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-06,4600.0
1157,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-06,1060.0
1158,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-06,1632.0
1159,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-06,4935.0
1160,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-06,4999.0
1161,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-06,5307.0
1162,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-06,1969.0
1163,Jerry Cline Park Cyclists IN West,2020-06,2159.0
1164,Paseo del Bosque & Montano Rd Cyclists North,2020-06,13465.0
1165,Paseo del Bosque & Montano Rd Cyclists South,2020-06,13877.0
1166,Paseo del Bosque & Montano Rd Pedestrians North,2020-06,2825.0
1167,Paseo del Bosque & Montano Rd Pedestrians South,2020-06,3433.0
1168,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-06,13140.0
1169,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-06,12295.0
1170,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-06,
1171,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-06,3525.0
1172,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-06,3347.0
1173,Paseo del Norte & Rail Runner Bicycle Westbound,2020-06,3432.0
1174,Paseo del Norte & Rail Runner PED Eastbound,2020-06,557.0
1175,Paseo del Norte & Rail Runer PED Westbound,2020-06,717.0
1176,Jerry Cline Park Pedestrians IN West,2020-07,3944.0
1177,Jerry Cline Park Pedestrians OUT East,2020-07,3181.0
1178,Jerry Cline Park Bicyclists OUT East,2020-07,2363.0
1179,Erna Fergusson Library Bicycle Eastbound,2020-07,0.0
1180,Erna Fergusson Library Bicycle Westbound,2020-07,0.0
1181,Erna Fergusson Library PED Eastbound,2020-07,0.0
1182,Erna Fergusson Library PED Westbound,2020-07,0.0
1183,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-07,3420.0
1184,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-07,4562.0
1185,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-07,937.0
1186,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-07,1750.0
1187,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-07,5210.0
1188,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-07,4884.0
1189,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-07,3424.0
1190,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-07,1475.0
1191,Jerry Cline Park Cyclists IN West,2020-07,2244.0
1192,Paseo del Bosque & Montano Rd Cyclists North,2020-07,13260.0
1193,Paseo del Bosque & Montano Rd Cyclists South,2020-07,13649.0
1194,Paseo del Bosque & Montano Rd Pedestrians North,2020-07,2573.0
1195,Paseo del Bosque & Montano Rd Pedestrians South,2020-07,3327.0
1196,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-07,13199.0
1197,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-07,12144.0
1198,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-07,
1199,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-07,3247.0
1200,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-07,3290.0
1201,Paseo del Norte & Rail Runner Bicycle Westbound,2020-07,3573.0
1202,Paseo del Norte & Rail Runner PED Eastbound,2020-07,521.0
1203,Paseo del Norte & Rail Runer PED Westbound,2020-07,646.0
1204,Jerry Cline Park Pedestrians IN West,2020-08,3949.0
1205,Jerry Cline Park Pedestrians OUT East,2020-08,3102.0
1206,Jerry Cline Park Bicyclists OUT East,2020-08,2447.0
1207,Erna Fergusson Library Bicycle Eastbound,2020-08,0.0
1208,Erna Fergusson Library Bicycle Westbound,2020-08,0.0
1209,Erna Fergusson Library PED Eastbound,2020-08,0.0
1210,Erna Fergusson Library PED Westbound,2020-08,0.0
1211,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-08,3330.0
1212,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-08,4684.0
1213,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-08,1012.0
1214,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-08,1457.0
1215,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-08,5161.0
1216,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-08,4852.0
1217,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-08,1841.0
1218,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-08,1165.0
1219,Jerry Cline Park Cyclists IN West,2020-08,2164.0
1220,Paseo del Bosque & Montano Rd Cyclists North,2020-08,12906.0
1221,Paseo del Bosque & Montano Rd Cyclists South,2020-08,13231.0
1222,Paseo del Bosque & Montano Rd Pedestrians North,2020-08,3108.0
1223,Paseo del Bosque & Montano Rd Pedestrians South,2020-08,5345.0
1224,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-08,13018.0
1225,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-08,12745.0
1226,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-08,
1227,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-08,3645.0
1228,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-08,3364.0
1229,Paseo del Norte & Rail Runner Bicycle Westbound,2020-08,3503.0
1230,Paseo del Norte & Rail Runner PED Eastbound,2020-08,549.0
1231,Paseo del Norte & Rail Runer PED Westbound,2020-08,706.0
1232,Jerry Cline Park Pedestrians IN West,2020-09,3823.0
1233,Jerry Cline Park Pedestrians OUT East,2020-09,2923.0
1234,Jerry Cline Park Bicyclists OUT East,2020-09,2253.0
1235,Erna Fergusson Library Bicycle Eastbound,2020-09,4.0
1236,Erna Fergusson Library Bicycle Westbound,2020-09,4.0
1237,Erna Fergusson Library PED Eastbound,2020-09,11.0
1238,Erna Fergusson Library PED Westbound,2020-09,2.0
1239,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-09,3355.0
1240,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-09,3921.0
1241,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-09,1381.0
1242,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-09,1702.0
1243,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-09,4329.0
1244,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-09,4420.0
1245,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-09,1613.0
1246,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-09,1369.0
1247,Jerry Cline Park Cyclists IN West,2020-09,1864.0
1248,Paseo del Bosque & Montano Rd Cyclists North,2020-09,11410.0
1249,Paseo del Bosque & Montano Rd Cyclists South,2020-09,11550.0
1250,Paseo del Bosque & Montano Rd Pedestrians North,2020-09,2748.0
1251,Paseo del Bosque & Montano Rd Pedestrians South,2020-09,4572.0
1252,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-09,11397.0
1253,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-09,11191.0
1254,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-09,
1255,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-09,3243.0
1256,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-09,2893.0
1257,Paseo del Norte & Rail Runner Bicycle Westbound,2020-09,3053.0
1258,Paseo del Norte & Rail Runner PED Eastbound,2020-09,473.0
1259,Paseo del Norte & Rail Runer PED Westbound,2020-09,610.0
1260,Jerry Cline Park Pedestrians IN West,2020-10,3502.0
1261,Jerry Cline Park Pedestrians OUT East,2020-10,2967.0
1262,Jerry Cline Park Bicyclists OUT East,2020-10,2139.0
1263,Erna Fergusson Library Bicycle Eastbound,2020-10,531.0
1264,Erna Fergusson Library Bicycle Westbound,2020-10,489.0
1265,Erna Fergusson Library PED Eastbound,2020-10,2177.0
1266,Erna Fergusson Library PED Westbound,2020-10,1044.0
1267,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-10,3245.0
1268,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-10,3149.0
1269,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-10,1548.0
1270,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-10,1584.0
1271,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-10,4159.0
1272,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-10,4106.0
1273,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-10,1456.0
1274,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-10,1264.0
1275,Jerry Cline Park Cyclists IN West,2020-10,2015.0
1276,Paseo del Bosque & Montano Rd Cyclists North,2020-10,10425.0
1277,Paseo del Bosque & Montano Rd Cyclists South,2020-10,10619.0
1278,Paseo del Bosque & Montano Rd Pedestrians North,2020-10,2647.0
1279,Paseo del Bosque & Montano Rd Pedestrians South,2020-10,3436.0
1280,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-10,10002.0
1281,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-10,9800.0
1282,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-10,
1283,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-10,3426.0
1284,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-10,2639.0
1285,Paseo del Norte & Rail Runner Bicycle Westbound,2020-10,2766.0
1286,Paseo del Norte & Rail Runner PED Eastbound,2020-10,473.0
1287,Paseo del Norte & Rail Runer PED Westbound,2020-10,569.0
1288,Jerry Cline Park Pedestrians IN West,2020-11,3793.0
1289,Jerry Cline Park Pedestrians OUT East,2020-11,2809.0
1290,Jerry Cline Park Bicyclists OUT East,2020-11,1443.0
1291,Erna Fergusson Library Bicycle Eastbound,2020-11,1206.0
1292,Erna Fergusson Library Bicycle Westbound,2020-11,1253.0
1293,Erna Fergusson Library PED Eastbound,2020-11,4886.0
1294,Erna Fergusson Library PED Westbound,2020-11,2497.0
1295,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-11,2592.0
1296,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-11,2458.0
1297,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-11,2150.0
1298,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-11,2176.0
1299,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-11,2892.0
1300,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-11,2906.0
1301,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-11,1199.0
1302,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-11,1118.0
1303,Jerry Cline Park Cyclists IN West,2020-11,633.0
1304,Paseo del Bosque & Montano Rd Cyclists North,2020-11,7544.0
1305,Paseo del Bosque & Montano Rd Cyclists South,2020-11,7523.0
1306,Paseo del Bosque & Montano Rd Pedestrians North,2020-11,1963.0
1307,Paseo del Bosque & Montano Rd Pedestrians South,2020-11,2472.0
1308,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-11,7030.0
1309,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-11,6767.0
1310,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-11,
1311,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-11,2733.0
1312,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-11,2020.0
1313,Paseo del Norte & Rail Runner Bicycle Westbound,2020-11,2101.0
1314,Paseo del Norte & Rail Runner PED Eastbound,2020-11,379.0
1315,Paseo del Norte & Rail Runer PED Westbound,2020-11,623.0
1316,Jerry Cline Park Pedestrians IN West,2020-12,2976.0
1317,Jerry Cline Park Pedestrians OUT East,2020-12,2233.0
1318,Jerry Cline Park Bicyclists OUT East,2020-12,1033.0
1319,Erna Fergusson Library Bicycle Eastbound,2020-12,839.0
1320,Erna Fergusson Library Bicycle Westbound,2020-12,733.0
1321,Erna Fergusson Library PED Eastbound,2020-12,5530.0
1322,Erna Fergusson Library PED Westbound,2020-12,2193.0
1323,North Diversion Channel Trail & Indian School Rd Cyclists NORTH,2020-12,1814.0
1324,North Diversion Channel Trail & Indian School Rd  Cyclists SOUTH,2020-12,1708.0
1325,North Diversion Channel Trail & Indian School Pedestrians NORTH,2020-12,1811.0
1326,North Diversion Channel Trail & Indian School Pedestrians SOUTH,2020-12,1946.0
1327,North Diversion Channel Trail & Journal Center Cyclists IN NORTH,2020-12,1967.0
1328,North Diversion Channel Trail & Journal Center Cyclists OUT SOUTH,2020-12,2045.0
1329,North Diversion Channel Trail & Journal Center Pedestrians IN NORTH,2020-12,855.0
1330,North Diversion Channel Trail & Journal Center Pedestrians OUT SOUTH,2020-12,772.0
1331,Jerry Cline Park Cyclists IN West,2020-12,389.0
1332,Paseo del Bosque & Montano Rd Cyclists North,2020-12,4313.0
1333,Paseo del Bosque & Montano Rd Cyclists South,2020-12,4523.0
1334,Paseo del Bosque & Montano Rd Pedestrians North,2020-12,1590.0
1335,Paseo del Bosque & Montano Rd Pedestrians South,2020-12,1787.0
1336,Paseo del Bosque & Tingley Beach Cyclists IN NORTH,2020-12,4074.0
1337,Paseo del Bosque & Tingley Beach Cyclists OUT SOUTH,2020-12,4092.0
1338,Paseo del Bosque & Tingley Beach Pedestrians IN NORTH,2020-12,
1339,Paseo del Bosque &Tingley Beach Pedestrians OUT SOUTH,2020-12,2294.0
1340,Paseo del Norte & Rail Runner Bicycle Eastbound,2020-12,1318.0
1341,Paseo del Norte & Rail Runner Bicycle Westbound,2020-12,1383.0
1342,Paseo del Norte & Rail Runner PED Eastbound,2020-12,368.0
1343,Paseo del Norte & Rail Runer PED Westbound,2020-12,940.0
